Compound_code	Compound_name	Output_metabolite_score	Simulated_Mean	Simulated_Std_Dev	Relationship_to_Mean	Significance	Indegree	Outdegree
C13632	4,4'-Dihydroxy-alpha-methylstilbene	260.0	36.06	58.908	above	***	2	1
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	596.0	36.35	60.528	above	***	2	2
C01801	Deoxyribose	0.0	0.0	0.0	equal	NA	0	1
C00275	D-Mannose_6-phosphate	10008.0	670.675	2171.772	above	***	12	4
C00270	N-Acetylneuraminate	0.0	0.0	0.0	equal	NA	0	1
C00900	2-Acetolactate	4.0	35.606	60.504	below	n.s.	2	1
C00479	Propanal	0.0	0.0	0.0	equal	NA	0	1
C00475	Cytidine	1070.0	795.843	1471.75	above	n.s.	10	12
C12215	Iminoerythrose_4-phosphate	1268.0	36.058	59.048	above	***	2	0
C12214	Aminofructose_6-phosphate	0.0	0.0	0.0	equal	NA	0	2
C00294	Inosine	20.0	35.967	59.864	below	n.s.	2	3
C00295	Orotate	80.0	24.741	59.204	above	n.s.	2	2
C00357	N-Acetyl-D-glucosamine_6-phosphate	2133.0	47.088	134.031	above	***	3	2
C05698	Selenohomocysteine	12.0	8.798	15.035	above	n.s.	1	1
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	110.0	165.292	376.41	below	n.s.	5	3
C00353	Geranylgeranyl_diphosphate	162.0	80.584	138.312	above	n.s.	3	0
C00352	D-Glucosamine_6-phosphate	2820.0	187.527	542.94	above	***	6	2
C00299	Uridine	1837.0	891.982	1794.177	above	n.s.	11	11
C02166	Leukotriene_C4	0.0	0.0	0.0	equal	NA	0	2
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	288.0	464.772	1222.938	below	n.s.	9	3
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	144.0	113.048	240.8	above	n.s.	4	4
C05979	Propane-1-ol	11.0	8.865	14.899	above	n.s.	1	0
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	55.0	8.778	15.486	above	**	1	0
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	220.0	35.112	61.944	above	**	2	0
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	0.0	0.0	0.0	equal	NA	0	2
C05596	p-Hydroxyphenylacetylglycine	6.0	8.818	14.774	below	n.s.	1	0
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	8.0	35.753	59.668	below	n.s.	2	2
C04046	3-D-Glucosyl-1,2-diacylglycerol	17.0	9.202	14.894	above	n.s.	1	1
C05382	Sedoheptulose_7-phosphate	317.0	9.015	14.762	above	***	1	13
C00120	Biotin	2.0	9.103	14.537	below	n.s.	1	3
C00121	D-Ribose	0.0	0.0	0.0	equal	NA	0	1
C00122	Fumarate	1683.0	732.33	1851.179	above	n.s.	11	2
C00123	L-Leucine	0.0	0.0	0.0	equal	NA	0	1
C00129	Isopentenyl_diphosphate	1824.0	456.799	972.944	above	*	8	7
C15532	N-Acetyl-L-citrulline	0.0	0.0	0.0	equal	NA	0	1
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	9.008	15.046	below	n.s.	1	3
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	585.0	81.136	132.543	above	***	3	0
C15973	Enzyme_N6-(dihydrolipoyl)lysine	0.0	0.0	0.0	equal	NA	0	7
C03028	Thiamin_triphosphate	140.0	36.311	59.552	above	*	2	0
C05749	Hexanoyl-[acp]	1179.0	82.182	137.124	above	***	3	3
C20589	D-Glucosaminate-6-phosphate	48.0	291.275	973.952	below	n.s.	8	0
C05747	(R)-3-Hydroxyhexanoyl-[acp]	1062.0	80.439	133.371	above	***	3	3
C05746	3-Oxohexanoyl-[acp]	2070.0	81.602	136.89	above	***	3	3
C05745	Butyryl-[acp]	1179.0	82.182	137.124	above	***	3	3
C05744	Acetoacetyl-[acp]	9952.0	338.556	956.96	above	***	8	1
C03150	Nicotinamide-beta-riboside	0.0	0.0	0.0	equal	NA	0	2
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	118.0	8.938	14.819	above	***	1	5
C02091	(S)-Ureidoglycine	48.0	35.235	59.744	above	n.s.	2	0
C00726	Nitrile	0.0	0.0	0.0	equal	NA	0	2
C00055	CMP	1180.0	794.747	1474.07	above	n.s.	10	10
C03539	S-Ribosyl-L-homocysteine	423.0	80.965	134.181	above	**	3	2
C00199	D-Ribulose_5-phosphate	6444.0	591.539	1200.429	above	***	9	8
C00051	Glutathione	0.0	0.0	0.0	equal	NA	0	3
C00052	UDP-alpha-D-galactose	1316.0	314.167	749.938	above	*	7	1
C00194	Cobamide_coenzyme	240.0	59.344	135.372	above	*	3	0
C00197	3-Phospho-D-glycerate	88440.0	2207.811	7316.452	above	***	22	15
C03785	D-Tagatose_1,6-bisphosphate	8360.0	742.446	1461.62	above	***	10	2
C02714	N-Acetylputrescine	68.0	35.388	58.88	above	n.s.	2	0
C00192	Hydroxylamine	0.0	0.0	0.0	equal	NA	0	1
C00354	D-Fructose_1,6-bisphosphate	3894.0	60.438	134.952	above	***	3	8
C00011	CO2	6060.0	368.274	1511.18	above	***	10	17
C01118	O-Succinyl-L-homoserine	128.0	143.713	236.32	below	n.s.	4	1
C01050	UDP-N-acetylmuramate	1421.0	391.728	753.718	above	*	7	2
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	372.0	36.293	58.576	above	***	2	1
C05130	Imidazole-4-acetaldehyde	0.0	0.0	0.0	equal	NA	0	1
C00206	dADP	8463.0	220.408	731.36	above	***	7	1
C06156	alpha-D-Glucosamine_1-phosphate	89.0	8.88	15.185	above	***	1	1
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	168.0	36.14	60.344	above	**	2	2
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	0.0	8.994	15.203	below	n.s.	1	1
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	72.537	242.424	below	n.s.	4	1
C03492	D-4'-Phosphopantothenate	220.0	35.053	60.036	above	***	2	4
C02457	Propane-1,3-diol	11.0	8.865	14.899	above	n.s.	1	0
C06010	(S)-2-Acetolactate	16.0	142.425	242.016	below	n.s.	4	6
C00831	Pantetheine	0.0	0.0	0.0	equal	NA	0	1
